round,moody_avg_mood,moody_avg_score,moody_avg_connectivity,sarsa_avg_score,sarsa_avg_connectivity,tft_avg_score,tft_avg_connectivity,wsls_avg_score,wsls_avg_connectivity
33500,0,0,0,0,0,50.0,0.833,50.0,0.67
33600,0,0,0,0,0,50.0,0.5,50.0,0.699
33700,0,0,0,0,0,50.0,0.583,50.0,0.748
33800,0,0,0,0,0,50.0,0.417,50.0,0.714
33900,0,0,0,0,0,50.0,0.25,50.0,0.744
34000,0,0,0,0,0,50.0,0.417,50.0,0.772
34100,0,0,0,0,0,50.0,0.583,50.0,0.712
34200,0,0,0,0,0,50.0,0.667,50.0,0.795
34300,0,0,0,0,0,50.0,0.5,50.0,0.701
34400,0,0,0,0,0,50.0,0.5,50.0,0.754
34500,0,0,0,0,0,50.0,0.583,50.0,0.761
34600,0,0,0,0,0,50.0,0.5,50.0,0.732
34700,0,0,0,0,0,50.0,0.5,50.0,0.688
34800,0,0,0,0,0,50.0,0.417,50.0,0.713
34900,0,0,0,0,0,50.0,0.583,50.0,0.763
35000,0,0,0,0,0,50.0,0.417,50.0,0.777
35100,0,0,0,0,0,50.0,0.25,50.0,0.701
35200,0,0,0,0,0,50.0,0.583,50.0,0.741
35300,0,0,0,0,0,50.0,0.667,50.0,0.689
35400,0,0,0,0,0,50.0,0.5,50.0,0.655
35500,0,0,0,0,0,50.0,0.583,50.0,0.75
35600,0,0,0,0,0,50.0,0.333,50.0,0.788
35700,0,0,0,0,0,50.0,0.667,50.0,0.725
35800,0,0,0,0,0,50.0,0.25,50.0,0.659
35900,0,0,0,0,0,50.0,0.333,50.0,0.721
36000,0,0,0,0,0,50.0,0.333,50.0,0.711
36100,0,0,0,0,0,50.0,0.75,50.0,0.752
36200,0,0,0,0,0,50.0,0.25,50.0,0.732
36300,0,0,0,0,0,50.0,0.583,50.0,0.78
36400,0,0,0,0,0,50.0,0.25,50.0,0.767
36500,0,0,0,0,0,50.0,0.5,50.0,0.745
36600,0,0,0,0,0,50.0,0.5,50.0,0.729
36700,0,0,0,0,0,50.0,0.333,50.0,0.7
36800,0,0,0,0,0,50.0,0.417,50.0,0.725
36900,0,0,0,0,0,50.0,0.417,50.0,0.687
37000,0,0,0,0,0,50.0,0.667,50.0,0.732
37100,0,0,0,0,0,50.0,0.417,50.0,0.777
37200,0,0,0,0,0,50.0,0.417,50.0,0.7
37300,0,0,0,0,0,50.0,0.583,50.0,0.707
37400,0,0,0,0,0,50.0,0.417,50.0,0.762
37500,0,0,0,0,0,50.0,0.5,50.0,0.708
37600,0,0,0,0,0,50.0,0.583,50.0,0.731
37700,0,0,0,0,0,50.0,0.5,50.0,0.743
37800,0,0,0,0,0,50.0,0.667,50.0,0.795
37900,0,0,0,0,0,50.0,0.25,50.0,0.745
38000,0,0,0,0,0,50.0,0.5,50.0,0.709
38100,0,0,0,0,0,50.0,0.5,50.0,0.741
38200,0,0,0,0,0,50.0,0.5,50.0,0.705
38300,0,0,0,0,0,50.0,0.5,50.0,0.735
38400,0,0,0,0,0,50.0,0.417,50.0,0.743
38500,0,0,0,0,0,50.0,0.667,50.0,0.753
38600,0,0,0,0,0,50.0,0.5,50.0,0.759
38700,0,0,0,0,0,50.0,0.583,50.0,0.774
38800,0,0,0,0,0,50.0,0.25,50.0,0.793
38900,0,0,0,0,0,50.0,0.417,50.0,0.75
39000,0,0,0,0,0,50.0,0.5,50.0,0.73
39100,0,0,0,0,0,50.0,0.583,50.0,0.736
39200,0,0,0,0,0,50.0,0.5,50.0,0.742
39300,0,0,0,0,0,50.0,0.417,50.0,0.712
39400,0,0,0,0,0,50.0,0.5,50.0,0.746
39500,0,0,0,0,0,50.0,0.333,50.0,0.725
39600,0,0,0,0,0,50.0,0.417,50.0,0.769
39700,0,0,0,0,0,50.0,0.5,50.0,0.762
39800,0,0,0,0,0,50.0,0.333,50.0,0.709
39900,0,0,0,0,0,50.0,0.417,50.0,0.678
40000,0,0,0,0,0,50.0,0.667,50.0,0.747
40100,0,0,0,0,0,50.0,0.417,50.0,0.719
40200,0,0,0,0,0,50.0,0.5,50.0,0.756
40300,0,0,0,0,0,50.0,0.25,50.0,0.752
40400,0,0,0,0,0,50.0,0.5,50.0,0.783
40500,0,0,0,0,0,50.0,0.417,50.0,0.662
40600,0,0,0,0,0,50.0,0.333,50.0,0.736
40700,0,0,0,0,0,50.0,0.417,50.0,0.702
40800,0,0,0,0,0,50.0,0.5,50.0,0.722
40900,0,0,0,0,0,50.0,0.75,50.0,0.756
41000,0,0,0,0,0,50.0,0.583,50.0,0.727
41100,0,0,0,0,0,50.0,0.667,50.0,0.806
41200,0,0,0,0,0,50.0,0.667,50.0,0.696
41300,0,0,0,0,0,50.0,0.583,50.0,0.694
41400,0,0,0,0,0,50.0,0.25,50.0,0.715
41500,0,0,0,0,0,50.0,0.5,50.0,0.739
41600,0,0,0,0,0,50.0,0.417,50.0,0.659
41700,0,0,0,0,0,50.0,0.75,50.0,0.793
41800,0,0,0,0,0,50.0,0.5,50.0,0.779
41900,0,0,0,0,0,50.0,0.417,50.0,0.762
42000,0,0,0,0,0,50.0,0.5,50.0,0.723
42100,0,0,0,0,0,50.0,0.333,50.0,0.709
42200,0,0,0,0,0,50.0,0.667,50.0,0.766
42300,0,0,0,0,0,50.0,0.583,50.0,0.703
42400,0,0,0,0,0,50.0,0.583,50.0,0.674
42500,0,0,0,0,0,50.0,0.333,50.0,0.716
42600,0,0,0,0,0,50.0,0.667,50.0,0.796
42700,0,0,0,0,0,50.0,0.75,50.0,0.675
42800,0,0,0,0,0,50.0,0.583,50.0,0.75
42900,0,0,0,0,0,50.0,0.5,50.0,0.72
43000,0,0,0,0,0,50.0,0.583,50.0,0.773
43100,0,0,0,0,0,50.0,0.25,50.0,0.724
43200,0,0,0,0,0,50.0,0.417,50.0,0.828
43300,0,0,0,0,0,50.0,0.667,50.0,0.715
43400,0,0,0,0,0,50.0,0.667,50.0,0.755
43500,0,0,0,0,0,50.0,0.417,50.0,0.717
43600,0,0,0,0,0,50.0,0.583,50.0,0.722
43700,0,0,0,0,0,50.0,0.5,50.0,0.762
43800,0,0,0,0,0,50.0,0.667,50.0,0.812
43900,0,0,0,0,0,50.0,0.083,50.0,0.766
44000,0,0,0,0,0,50.0,0.583,50.0,0.744
44100,0,0,0,0,0,50.0,0.667,50.0,0.807
44200,0,0,0,0,0,50.0,0.833,50.0,0.72
44300,0,0,0,0,0,50.0,0.583,50.0,0.724
44400,0,0,0,0,0,50.0,0.583,50.0,0.729
44500,0,0,0,0,0,50.0,0.5,50.0,0.701
44600,0,0,0,0,0,50.0,0.5,50.0,0.753
44700,0,0,0,0,0,50.0,0.5,50.0,0.736
44800,0,0,0,0,0,50.0,0.75,50.0,0.764
44900,0,0,0,0,0,50.0,0.333,50.0,0.799
45000,0,0,0,0,0,50.0,0.583,50.0,0.744
45100,0,0,0,0,0,50.0,0.5,50.0,0.759
45200,0,0,0,0,0,50.0,0.25,50.0,0.776
45300,0,0,0,0,0,50.0,0.5,50.0,0.722
45400,0,0,0,0,0,50.0,0.5,50.0,0.776
45500,0,0,0,0,0,50.0,0.5,50.0,0.757
45600,0,0,0,0,0,50.0,0.667,50.0,0.765
45700,0,0,0,0,0,50.0,0.333,50.0,0.744
45800,0,0,0,0,0,50.0,0.417,50.0,0.777
45900,0,0,0,0,0,50.0,0.667,50.0,0.761
46000,0,0,0,0,0,50.0,0.417,50.0,0.773
46100,0,0,0,0,0,50.0,0.5,50.0,0.75
46200,0,0,0,0,0,50.0,0.583,50.0,0.782
46300,0,0,0,0,0,50.0,0.583,50.0,0.767
46400,0,0,0,0,0,50.0,0.333,50.0,0.738
46500,0,0,0,0,0,50.0,0.667,50.0,0.768
46600,0,0,0,0,0,50.0,0.417,50.0,0.701
46700,0,0,0,0,0,50.0,0.417,50.0,0.687
46800,0,0,0,0,0,50.0,0.333,50.0,0.663
46900,0,0,0,0,0,50.0,0.583,50.0,0.76
47000,0,0,0,0,0,50.0,0.5,50.0,0.763
47100,0,0,0,0,0,50.0,0.833,50.0,0.781
47200,0,0,0,0,0,50.0,0.417,50.0,0.71
47300,0,0,0,0,0,50.0,0.583,50.0,0.776
47400,0,0,0,0,0,50.0,0.417,50.0,0.74
47500,0,0,0,0,0,50.0,0.667,50.0,0.797
47600,0,0,0,0,0,50.0,0.417,50.0,0.747
47700,0,0,0,0,0,50.0,0.5,50.0,0.736
47800,0,0,0,0,0,50.0,0.5,50.0,0.749
47900,0,0,0,0,0,50.0,0.417,50.0,0.652
48000,0,0,0,0,0,50.0,0.583,50.0,0.74
48100,0,0,0,0,0,50.0,0.417,50.0,0.772
48200,0,0,0,0,0,50.0,0.5,50.0,0.763
48300,0,0,0,0,0,50.0,0.5,50.0,0.843
48400,0,0,0,0,0,50.0,0.417,50.0,0.78
48500,0,0,0,0,0,50.0,0.333,50.0,0.683
48600,0,0,0,0,0,50.0,0.25,50.0,0.726
48700,0,0,0,0,0,50.0,0.417,50.0,0.792
48800,0,0,0,0,0,50.0,1.0,50.0,0.765
48900,0,0,0,0,0,50.0,0.5,50.0,0.722
49000,0,0,0,0,0,50.0,0.333,50.0,0.745
49100,0,0,0,0,0,50.0,0.25,50.0,0.747
49200,0,0,0,0,0,50.0,0.667,50.0,0.748
49300,0,0,0,0,0,50.0,0.583,50.0,0.815
49400,0,0,0,0,0,50.0,0.75,50.0,0.753
49500,0,0,0,0,0,50.0,0.5,50.0,0.749
49600,0,0,0,0,0,50.0,0.417,50.0,0.748
49700,0,0,0,0,0,50.0,0.417,50.0,0.8
49800,0,0,0,0,0,50.0,0.417,50.0,0.76
49900,0,0,0,0,0,50.0,0.333,50.0,0.742
0,0,0,0,0,0,0,0,31.5,0.145
100,0,0,0,0,0,0,0,50.0,0.702
200,0,0,0,0,0,0,0,50.0,0.753
300,0,0,0,0,0,0,0,50.0,0.805
400,0,0,0,0,0,0,0,50.0,0.756
500,0,0,0,0,0,0,0,50.0,0.723
600,0,0,0,0,0,0,0,50.0,0.737
700,0,0,0,0,0,0,0,50.0,0.741
800,0,0,0,0,0,0,0,50.0,0.756
900,0,0,0,0,0,0,0,50.0,0.734
1000,0,0,0,0,0,0,0,50.0,0.748
1100,0,0,0,0,0,0,0,50.0,0.724
1200,0,0,0,0,0,0,0,50.0,0.772
0,0,0,0,0,0,0,0,31.5,0.149
100,0,0,0,0,0,0,0,50.0,0.728
200,0,0,0,0,0,0,0,50.0,0.754
300,0,0,0,0,0,0,0,50.0,0.785
400,0,0,0,0,0,0,0,50.0,0.757
500,0,0,0,0,0,0,0,50.0,0.699
600,0,0,0,0,0,0,0,50.0,0.688
700,0,0,0,0,0,0,0,50.0,0.779
800,0,0,0,0,0,0,0,50.0,0.769
900,0,0,0,0,0,0,0,50.0,0.778
1000,0,0,0,0,0,0,0,50.0,0.7
1100,0,0,0,0,0,0,0,50.0,0.734
1200,0,0,0,0,0,0,0,50.0,0.748
1300,0,0,0,0,0,0,0,50.0,0.726
1400,0,0,0,0,0,0,0,50.0,0.737
1500,0,0,0,0,0,0,0,50.0,0.715
1600,0,0,0,0,0,0,0,50.0,0.694
1700,0,0,0,0,0,0,0,50.0,0.765
1800,0,0,0,0,0,0,0,50.0,0.773
1900,0,0,0,0,0,0,0,50.0,0.674
2000,0,0,0,0,0,0,0,50.0,0.793
2100,0,0,0,0,0,0,0,50.0,0.811
2200,0,0,0,0,0,0,0,50.0,0.712
2300,0,0,0,0,0,0,0,50.0,0.72
2400,0,0,0,0,0,0,0,50.0,0.76
2500,0,0,0,0,0,0,0,50.0,0.726
2600,0,0,0,0,0,0,0,50.0,0.71
2700,0,0,0,0,0,0,0,50.0,0.741
2800,0,0,0,0,0,0,0,50.0,0.792
2900,0,0,0,0,0,0,0,50.0,0.732
3000,0,0,0,0,0,0,0,50.0,0.693
3100,0,0,0,0,0,0,0,50.0,0.76
3200,0,0,0,0,0,0,0,50.0,0.713
3300,0,0,0,0,0,0,0,50.0,0.73
3400,0,0,0,0,0,0,0,50.0,0.745
3500,0,0,0,0,0,0,0,50.0,0.762
0,0,0,0,0,0,0,0,33.0,0.153
100,0,0,0,0,0,0,0,50.0,0.733
200,0,0,0,0,0,0,0,50.0,0.737
300,0,0,0,0,0,0,0,50.0,0.848
400,0,0,0,0,0,0,0,50.0,0.745
500,0,0,0,0,0,0,0,50.0,0.716
0,0,0,0,0,0,0,0,31.0,0.15
100,0,0,0,0,0,0,0,50.0,0.741
200,0,0,0,0,0,0,0,50.0,0.701
300,0,0,0,0,0,0,0,50.0,0.794
400,0,0,0,0,0,0,0,50.0,0.681
500,0,0,0,0,0,0,0,50.0,0.781
600,0,0,0,0,0,0,0,50.0,0.763
700,0,0,0,0,0,0,0,50.0,0.777
800,0,0,0,0,0,0,0,50.0,0.721
900,0,0,0,0,0,0,0,50.0,0.723
1000,0,0,0,0,0,0,0,50.0,0.755
1100,0,0,0,0,0,0,0,50.0,0.738
1200,0,0,0,0,0,0,0,50.0,0.757
1300,0,0,0,0,0,0,0,50.0,0.7
1400,0,0,0,0,0,0,0,50.0,0.732
1500,0,0,0,0,0,0,0,50.0,0.779
1600,0,0,0,0,0,0,0,50.0,0.754
1700,0,0,0,0,0,0,0,50.0,0.741
1800,0,0,0,0,0,0,0,50.0,0.786
0,0,0,0,0,0,0,0,34.0,0.147
100,0,0,0,0,0,0,0,50.0,0.752
200,0,0,0,0,0,0,0,50.0,0.729
300,0,0,0,0,0,0,0,50.0,0.73
400,0,0,0,0,0,0,0,50.0,0.821
500,0,0,0,0,0,0,0,50.0,0.742
600,0,0,0,0,0,0,0,50.0,0.713
700,0,0,0,0,0,0,0,50.0,0.782
800,0,0,0,0,0,0,0,50.0,0.725
900,0,0,0,0,0,0,0,50.0,0.766
1000,0,0,0,0,0,0,0,50.0,0.729
1100,0,0,0,0,0,0,0,50.0,0.758
1200,0,0,0,0,0,0,0,50.0,0.802
1300,0,0,0,0,0,0,0,50.0,0.69
1400,0,0,0,0,0,0,0,50.0,0.792
1500,0,0,0,0,0,0,0,50.0,0.786
0,52.137,1.315,0.15,1.583,0.116,0,0,0,0
100,89.877,2.45,0.828,3.305,0.441,0,0,0,0
200,90.808,2.596,0.656,3.44,0.201,0,0,0,0
300,91.685,2.683,0.533,3.463,0.074,0,0,0,0
400,90.055,2.741,0.482,3.485,0.074,0,0,0,0
500,90.219,2.78,0.457,3.499,0.064,0,0,0,0
0,52.136,1.35,0.143,2.0,0.171,0,0,0,0
100,88.864,2.471,0.817,3.411,0.392,0,0,0,0
200,85.602,2.586,0.586,3.463,0.11,0,0,0,0
300,86.125,2.644,0.456,3.468,0.028,0,0,0,0
400,85.92,2.679,0.4,3.47,0.0,0,0,0,0
500,86.182,2.705,0.353,3.47,0.0,0,0,0,0
600,85.852,2.725,0.32,3.47,0.0,0,0,0,0
700,84.205,2.739,0.303,3.47,0.0,0,0,0,0
800,84.875,2.75,0.279,3.47,0.0,0,0,0,0
900,84.614,2.758,0.27,3.47,0.0,0,0,0,0
1000,83.193,2.765,0.263,3.47,0.0,0,0,0,0
1100,84.864,2.744,0.925,3.47,0.448,0,0,0,0
1200,85.136,2.747,0.749,3.485,0.14,0,0,0,0
1300,83.83,2.759,0.617,3.491,0.017,0,0,0,0
1400,82.614,2.769,0.513,3.494,0.0,0,0,0,0
1500,81.42,2.777,0.476,3.494,0.0,0,0,0,0
1600,81.898,2.784,0.438,3.494,0.0,0,0,0,0
1700,80.409,2.79,0.407,3.494,0.0,0,0,0,0
1800,81.216,2.795,0.392,3.494,0.0,0,0,0,0
1900,81.318,2.799,0.38,3.494,0.0,0,0,0,0
2000,79.989,2.803,0.363,3.494,0.0,0,0,0,0
2100,84.477,2.795,0.977,3.502,0.219,0,0,0,0
2200,82.25,2.798,0.848,3.494,0.126,0,0,0,0
2300,83.068,2.803,0.747,3.499,0.0,0,0,0,0
2400,80.125,2.808,0.675,3.499,0.0,0,0,0,0
2500,81.58,2.812,0.59,3.499,0.0,0,0,0,0
2600,80.193,2.816,0.532,3.499,0.0,0,0,0,0
2700,79.852,2.82,0.514,3.499,0.0,0,0,0,0
2800,79.682,2.822,0.479,3.499,0.0,0,0,0,0
2900,78.261,2.824,0.456,3.499,0.0,0,0,0,0
3000,79.386,2.826,0.435,3.499,0.0,0,0,0,0
3100,84.989,2.819,1.039,3.519,0.498,0,0,0,0
3200,83.602,2.819,0.879,3.502,0.153,0,0,0,0
3300,80.705,2.822,0.776,3.489,0.031,0,0,0,0
3400,82.125,2.825,0.66,3.488,0.0,0,0,0,0
0,52.148,1.282,0.145,1.583,0.1,0,0,0,0
100,88.841,2.469,0.839,3.217,0.462,0,0,0,0
200,87.17,2.577,0.629,3.233,0.097,0,0,0,0
300,86.227,2.642,0.478,3.242,0.01,0,0,0,0
0,52.098,1.317,0.152,1.979,0.141,0,0,0,0
100,87.348,2.568,0.885,3.248,0.338,0,0,0,0
0,51.933,1.251,0.139,1.9,0.166,0,0,0,0
100,88.744,2.523,0.862,3.394,0.396,0,0,0,0
200,86.156,2.614,0.634,3.424,0.093,0,0,0,0
300,85.156,2.664,0.477,3.431,0.045,0,0,0,0
400,85.311,2.697,0.413,3.436,0.0,0,0,0,0
500,85.5,2.718,0.379,3.436,0.0,0,0,0,0
600,84.778,2.735,0.357,3.436,0.0,0,0,0,0
700,84.422,2.747,0.318,3.436,0.0,0,0,0,0
800,83.856,2.756,0.295,3.436,0.0,0,0,0,0
900,82.967,2.763,0.273,3.436,0.0,0,0,0,0
1000,83.133,2.769,0.27,3.436,0.0,0,0,0,0
1100,86.167,2.756,0.98,3.463,0.361,0,0,0,0
1200,83.6,2.761,0.819,3.488,0.158,0,0,0,0
1300,83.756,2.772,0.708,3.485,0.0,0,0,0,0
1400,83.067,2.783,0.645,3.485,0.0,0,0,0,0
1500,83.6,2.791,0.578,3.485,0.0,0,0,0,0
1600,81.789,2.797,0.537,3.485,0.0,0,0,0,0
1700,82.778,2.801,0.502,3.485,0.0,0,0,0,0
1800,81.311,2.806,0.454,3.485,0.0,0,0,0,0
1900,81.367,2.809,0.423,3.485,0.0,0,0,0,0
2000,80.778,2.812,0.4,3.485,0.0,0,0,0,0
2100,84.733,2.806,0.988,3.468,0.365,0,0,0,0
0,51.695,1.285,0.145,2.0,0.149,0,0,0,0
100,88.878,2.403,0.759,2.939,0.312,0,0,0,0
200,86.707,2.52,0.53,3.054,0.074,0,0,0,0
300,86.122,2.589,0.418,3.069,0.007,0,0,0,0
400,86.293,2.631,0.362,3.07,0.0,0,0,0,0
500,85.232,2.661,0.337,3.07,0.0,0,0,0,0
600,85.695,2.682,0.309,3.07,0.0,0,0,0,0
700,85.171,2.699,0.287,3.07,0.0,0,0,0,0
800,84.805,2.711,0.284,3.07,0.0,0,0,0,0
900,85.232,2.721,0.27,3.07,0.0,0,0,0,0
1000,84.671,2.729,0.267,3.07,0.0,0,0,0,0
1100,88.146,2.695,0.872,3.12,0.321,0,0,0,0
1200,84.402,2.706,0.643,3.126,0.053,0,0,0,0
1300,85.28,2.72,0.555,3.135,0.007,0,0,0,0
1400,84.768,2.734,0.507,3.136,0.0,0,0,0,0
1500,83.902,2.745,0.47,3.136,0.0,0,0,0,0
1600,81.817,2.753,0.43,3.136,0.0,0,0,0,0
1700,82.549,2.76,0.407,3.136,0.0,0,0,0,0
1800,83.28,2.765,0.375,3.136,0.0,0,0,0,0
1900,83.256,2.77,0.368,3.136,0.0,0,0,0,0
2000,81.732,2.775,0.35,3.136,0.0,0,0,0,0
2100,87.451,2.759,1.004,3.114,0.414,0,0,0,0
2200,84.671,2.759,0.82,3.108,0.094,0,0,0,0
2300,84.195,2.767,0.735,3.112,0.007,0,0,0,0
2400,82.707,2.774,0.665,3.111,0.0,0,0,0,0
2500,81.293,2.781,0.623,3.111,0.0,0,0,0,0
0,52.034,1.561,0.151,2.944,0.134,0,0,0,0
100,88.636,2.458,0.788,3.319,0.392,0,0,0,0
0,52.156,1.439,0.153,2.3,0.088,0,0,0,0
100,88.1,2.527,0.856,3.394,0.34,0,0,0,0
0,51.608,1.078,0.12,1.533,0.091,0,0,0,0
100,89.431,2.648,0.884,3.506,0.514,0,0,0,0
200,88.294,2.728,0.705,3.625,0.125,0,0,0,0
300,88.412,2.789,0.611,3.666,0.045,0,0,0,0
400,88.941,2.826,0.558,3.69,0.045,0,0,0,0
500,89.657,2.85,0.502,3.708,0.045,0,0,0,0
600,89.294,2.868,0.466,3.723,0.045,0,0,0,0
700,89.451,2.881,0.447,3.735,0.045,0,0,0,0
800,89.039,2.892,0.434,3.744,0.045,0,0,0,0
900,89.559,2.902,0.414,3.752,0.045,0,0,0,0
1000,89.931,2.91,0.388,3.758,0.045,0,0,0,0
1100,89.657,2.896,0.952,3.745,0.306,0,0,0,0
1200,88.353,2.896,0.793,3.75,0.117,0,0,0,0
1300,87.451,2.902,0.654,3.764,0.045,0,0,0,0
1400,88.353,2.909,0.566,3.768,0.045,0,0,0,0
1500,88.029,2.915,0.503,3.771,0.045,0,0,0,0
1600,87.294,2.92,0.477,3.774,0.045,0,0,0,0
1700,88.088,2.926,0.453,3.778,0.045,0,0,0,0
1800,87.422,2.931,0.435,3.781,0.045,0,0,0,0
1900,88.549,2.935,0.413,3.784,0.045,0,0,0,0
2000,87.51,2.939,0.404,3.786,0.045,0,0,0,0
2100,89.657,2.93,0.95,3.768,0.352,0,0,0,0
2200,87.657,2.926,0.761,3.777,0.105,0,0,0,0
2300,88.314,2.928,0.637,3.785,0.078,0,0,0,0
2400,87.941,2.929,0.57,3.792,0.078,0,0,0,0
2500,88.598,2.932,0.526,3.795,0.045,0,0,0,0
2600,87.5,2.934,0.49,3.797,0.045,0,0,0,0
2700,87.039,2.937,0.435,3.799,0.045,0,0,0,0
2800,86.441,2.94,0.415,3.801,0.045,0,0,0,0
2900,87.108,2.943,0.384,3.803,0.045,0,0,0,0
3000,87.01,2.946,0.37,3.804,0.045,0,0,0,0
3100,88.794,2.938,0.974,3.8,0.454,0,0,0,0
3200,87.235,2.935,0.774,3.794,0.13,0,0,0,0
3300,87.765,2.936,0.657,3.79,0.065,0,0,0,0
3400,87.735,2.938,0.553,3.791,0.045,0,0,0,0
3500,87.382,2.94,0.486,3.792,0.045,0,0,0,0
3600,88.363,2.942,0.433,3.794,0.045,0,0,0,0
3700,88.069,2.945,0.398,3.795,0.045,0,0,0,0
3800,88.716,2.947,0.367,3.797,0.045,0,0,0,0
3900,88.539,2.949,0.351,3.798,0.045,0,0,0,0
4000,88.784,2.952,0.32,3.799,0.045,0,0,0,0
4100,89.725,2.946,0.976,3.781,0.53,0,0,0,0
4200,88.529,2.943,0.768,3.782,0.104,0,0,0,0
4300,88.735,2.943,0.623,3.784,0.065,0,0,0,0
4400,88.549,2.944,0.515,3.785,0.045,0,0,0,0
4500,88.265,2.946,0.464,3.787,0.045,0,0,0,0
4600,88.922,2.948,0.414,3.788,0.045,0,0,0,0
4700,88.431,2.95,0.383,3.789,0.045,0,0,0,0
4800,87.804,2.952,0.343,3.79,0.045,0,0,0,0
4900,87.647,2.953,0.329,3.791,0.045,0,0,0,0
5000,89.088,2.955,0.305,3.792,0.045,0,0,0,0
5100,88.657,2.949,0.928,3.784,0.402,0,0,0,0
5200,88.52,2.946,0.69,3.761,0.099,0,0,0,0
5300,89.382,2.946,0.526,3.747,0.085,0,0,0,0
5400,88.961,2.947,0.437,3.737,0.045,0,0,0,0
5500,89.412,2.949,0.372,3.739,0.045,0,0,0,0
5600,88.608,2.95,0.34,3.74,0.045,0,0,0,0
5700,87.431,2.952,0.32,3.741,0.045,0,0,0,0
5800,87.225,2.954,0.308,3.742,0.045,0,0,0,0
5900,87.029,2.955,0.278,3.743,0.045,0,0,0,0
6000,87.275,2.957,0.262,3.743,0.045,0,0,0,0
6100,90.902,2.951,0.807,3.739,0.481,0,0,0,0
6200,89.941,2.949,0.619,3.739,0.098,0,0,0,0
6300,89.363,2.949,0.511,3.74,0.045,0,0,0,0
6400,90.098,2.95,0.435,3.741,0.045,0,0,0,0
6500,90.039,2.951,0.372,3.742,0.045,0,0,0,0
6600,90.049,2.953,0.35,3.743,0.045,0,0,0,0
6700,89.716,2.954,0.313,3.744,0.045,0,0,0,0
6800,89.059,2.956,0.287,3.744,0.045,0,0,0,0
6900,88.951,2.957,0.281,3.745,0.045,0,0,0,0
7000,88.441,2.959,0.265,3.746,0.045,0,0,0,0
7100,91.373,2.954,0.781,3.75,0.319,0,0,0,0
7200,90.706,2.951,0.618,3.754,0.151,0,0,0,0
7300,90.569,2.95,0.428,3.757,0.084,0,0,0,0
7400,90.725,2.951,0.337,3.759,0.045,0,0,0,0
7500,90.225,2.952,0.277,3.759,0.045,0,0,0,0
7600,89.843,2.953,0.258,3.76,0.045,0,0,0,0
7700,89.971,2.955,0.231,3.761,0.045,0,0,0,0
7800,89.961,2.956,0.211,3.762,0.045,0,0,0,0
7900,88.794,2.957,0.195,3.762,0.045,0,0,0,0
8000,88.48,2.958,0.19,3.763,0.045,0,0,0,0
8100,91.686,2.953,0.804,3.763,0.51,0,0,0,0
8200,92.167,2.95,0.507,3.76,0.167,0,0,0,0
8300,92.206,2.949,0.375,3.76,0.057,0,0,0,0
8400,91.422,2.95,0.299,3.761,0.045,0,0,0,0
8500,91.137,2.951,0.264,3.762,0.045,0,0,0,0
8600,90.961,2.953,0.224,3.762,0.045,0,0,0,0
8700,91.382,2.954,0.21,3.763,0.045,0,0,0,0
8800,91.196,2.955,0.2,3.763,0.045,0,0,0,0
8900,90.618,2.956,0.19,3.764,0.045,0,0,0,0
9000,90.206,2.957,0.182,3.765,0.045,0,0,0,0
9100,91.892,2.952,0.771,3.766,0.322,0,0,0,0
9200,91.971,2.948,0.456,3.767,0.15,0,0,0,0
9300,92.578,2.948,0.32,3.768,0.059,0,0,0,0
9400,91.814,2.949,0.251,3.768,0.045,0,0,0,0
9500,91.647,2.949,0.221,3.769,0.045,0,0,0,0
9600,91.471,2.95,0.191,3.769,0.045,0,0,0,0
9700,90.99,2.951,0.181,3.77,0.045,0,0,0,0
9800,91.255,2.952,0.173,3.77,0.045,0,0,0,0
9900,91.02,2.953,0.162,3.771,0.045,0,0,0,0
10000,90.912,2.954,0.157,3.771,0.045,0,0,0,0
10100,93.167,2.949,0.689,3.769,0.394,0,0,0,0
10200,92.627,2.946,0.419,3.764,0.07,0,0,0,0
10300,93.029,2.946,0.3,3.765,0.045,0,0,0,0
10400,92.49,2.946,0.215,3.766,0.045,0,0,0,0
10500,92.108,2.947,0.194,3.766,0.045,0,0,0,0
10600,91.971,2.948,0.164,3.767,0.045,0,0,0,0
10700,91.882,2.948,0.15,3.767,0.045,0,0,0,0
10800,91.49,2.949,0.142,3.768,0.045,0,0,0,0
10900,91.255,2.95,0.139,3.768,0.045,0,0,0,0
11000,91.235,2.951,0.13,3.769,0.045,0,0,0,0
11100,92.51,2.946,0.71,3.763,0.385,0,0,0,0
11200,93.324,2.943,0.357,3.759,0.183,0,0,0,0
11300,93.647,2.943,0.229,3.758,0.065,0,0,0,0
11400,93.696,2.943,0.189,3.758,0.045,0,0,0,0
11500,93.029,2.944,0.159,3.758,0.045,0,0,0,0
11600,93.275,2.944,0.145,3.759,0.045,0,0,0,0
11700,93.343,2.945,0.135,3.759,0.045,0,0,0,0
11800,92.873,2.946,0.131,3.76,0.045,0,0,0,0
11900,92.716,2.947,0.128,3.76,0.045,0,0,0,0
12000,92.922,2.948,0.125,3.761,0.045,0,0,0,0
12100,92.706,2.943,0.687,3.762,0.461,0,0,0,0
12200,93.833,2.939,0.363,3.757,0.142,0,0,0,0
12300,94.657,2.939,0.231,3.759,0.057,0,0,0,0
12400,94.471,2.939,0.158,3.76,0.045,0,0,0,0
