round,moody_avg_mood,moody_avg_score,moody_avg_connectivity,sarsa_avg_score,sarsa_avg_connectivity,tft_avg_score,tft_avg_connectivity,wsls_avg_score,wsls_avg_connectivity
45700,99.833,3.374,0.357,3.693,0.0,50.0,0.467,50.0,0.442
45800,99.633,3.374,0.368,3.693,0.0,50.0,0.468,50.0,0.459
45900,99.667,3.375,0.354,3.693,0.0,50.0,0.457,50.0,0.428
46000,99.667,3.375,0.358,3.693,0.0,50.0,0.476,50.0,0.458
46100,98.467,3.373,0.526,3.693,0.273,50.0,0.547,50.0,0.521
46200,99.033,3.373,0.411,3.693,0.062,50.0,0.474,50.0,0.465
46300,99.5,3.373,0.373,3.693,0.006,50.0,0.472,50.0,0.455
46400,99.5,3.373,0.353,3.693,0.001,50.0,0.473,50.0,0.447
46500,99.667,3.373,0.359,3.693,0.0,50.0,0.471,50.0,0.451
46600,99.7,3.374,0.358,3.693,0.0,50.0,0.46,50.0,0.46
46700,99.7,3.374,0.361,3.693,0.0,50.0,0.452,50.0,0.442
46800,99.767,3.374,0.359,3.693,0.0,50.0,0.477,50.0,0.458
46900,99.667,3.375,0.36,3.693,0.0,50.0,0.461,50.0,0.438
47000,99.867,3.375,0.362,3.693,0.0,50.0,0.473,50.0,0.463
47100,98.0,3.373,0.54,3.693,0.279,50.0,0.537,50.0,0.516
47200,98.133,3.373,0.415,3.693,0.06,50.0,0.472,50.0,0.442
47300,99.4,3.373,0.367,3.692,0.009,50.0,0.467,50.0,0.448
47400,99.733,3.373,0.364,3.693,0.002,50.0,0.479,50.0,0.44
47500,99.6,3.373,0.363,3.693,0.0,50.0,0.46,50.0,0.444
47600,99.667,3.374,0.36,3.693,0.0,50.0,0.464,50.0,0.455
47700,99.833,3.374,0.361,3.693,0.0,50.0,0.46,50.0,0.445
47800,99.833,3.374,0.36,3.693,0.0,50.0,0.461,50.0,0.47
47900,99.9,3.375,0.356,3.693,0.0,50.0,0.456,50.0,0.454
48000,99.8,3.375,0.347,3.693,0.0,50.0,0.467,50.0,0.45
48100,98.133,3.374,0.527,3.693,0.271,50.0,0.541,50.0,0.531
48200,98.767,3.373,0.412,3.693,0.052,50.0,0.489,50.0,0.47
48300,99.5,3.373,0.372,3.693,0.013,50.0,0.479,50.0,0.454
48400,99.8,3.373,0.363,3.693,0.0,50.0,0.454,50.0,0.454
48500,99.667,3.373,0.363,3.693,0.0,50.0,0.473,50.0,0.467
48600,99.767,3.374,0.358,3.693,0.0,50.0,0.466,50.0,0.425
48700,99.867,3.374,0.356,3.693,0.0,50.0,0.48,50.0,0.464
48800,99.767,3.374,0.36,3.693,0.0,50.0,0.461,50.0,0.457
48900,99.867,3.375,0.358,3.693,0.0,50.0,0.479,50.0,0.441
49000,99.6,3.375,0.354,3.693,0.0,50.0,0.465,50.0,0.46
49100,97.967,3.373,0.532,3.693,0.288,50.0,0.56,50.0,0.549
49200,98.933,3.373,0.407,3.694,0.062,50.0,0.489,50.0,0.48
49300,99.433,3.373,0.367,3.694,0.006,50.0,0.482,50.0,0.464
49400,99.6,3.373,0.358,3.694,0.0,50.0,0.47,50.0,0.451
49500,99.667,3.373,0.36,3.694,0.0,50.0,0.467,50.0,0.451
49600,99.667,3.374,0.35,3.694,0.0,50.0,0.464,50.0,0.439
49700,99.567,3.374,0.349,3.694,0.0,50.0,0.45,50.0,0.449
49800,99.767,3.374,0.358,3.694,0.0,50.0,0.465,50.0,0.448
49900,99.633,3.375,0.361,3.694,0.0,50.0,0.465,50.0,0.453
