round,moody_avg_mood,moody_avg_score,moody_avg_connectivity,sarsa_avg_score,sarsa_avg_connectivity,tft_avg_score,tft_avg_connectivity,wsls_avg_score,wsls_avg_connectivity
26400,99.765,3.351,0.351,3.547,0.002,50.0,0.545,50.0,0.493
26500,99.765,3.352,0.353,3.547,0.0,50.0,0.619,50.0,0.513
26600,99.676,3.353,0.37,3.547,0.0,50.0,0.603,50.0,0.481
26700,99.765,3.353,0.373,3.547,0.0,50.0,0.542,50.0,0.491
26800,99.941,3.354,0.349,3.547,0.0,50.0,0.571,50.0,0.533
26900,99.765,3.354,0.365,3.547,0.0,50.0,0.541,50.0,0.525
27000,99.853,3.355,0.377,3.547,0.0,50.0,0.56,50.0,0.544
27100,98.206,3.352,0.556,3.548,0.255,50.0,0.558,50.0,0.552
27200,99.412,3.35,0.411,3.548,0.048,50.0,0.575,50.0,0.523
27300,99.794,3.351,0.365,3.549,0.012,50.0,0.526,50.0,0.457
27400,99.559,3.351,0.368,3.549,0.004,50.0,0.55,50.0,0.495
27500,99.882,3.352,0.35,3.55,0.0,50.0,0.593,50.0,0.515
27600,99.794,3.352,0.353,3.55,0.0,50.0,0.554,50.0,0.527
27700,99.647,3.353,0.344,3.55,0.0,50.0,0.509,50.0,0.507
27800,99.853,3.353,0.368,3.55,0.0,50.0,0.533,50.0,0.499
27900,99.853,3.354,0.341,3.55,0.0,50.0,0.539,50.0,0.469
28000,99.794,3.354,0.361,3.55,0.0,50.0,0.49,50.0,0.521
28100,98.706,3.351,0.566,3.547,0.271,50.0,0.551,50.0,0.537
28200,99.618,3.35,0.41,3.545,0.069,50.0,0.542,50.0,0.523
28300,99.206,3.35,0.373,3.545,0.015,50.0,0.566,50.0,0.514
28400,99.618,3.351,0.371,3.545,0.005,50.0,0.586,50.0,0.542
28500,99.382,3.351,0.368,3.545,0.0,50.0,0.518,50.0,0.502
28600,99.735,3.352,0.369,3.545,0.0,50.0,0.548,50.0,0.483
28700,99.765,3.352,0.345,3.545,0.0,50.0,0.544,50.0,0.527
28800,99.853,3.353,0.352,3.545,0.0,50.0,0.527,50.0,0.505
28900,99.882,3.353,0.355,3.545,0.0,50.0,0.484,50.0,0.513
29000,99.647,3.354,0.353,3.545,0.0,50.0,0.532,50.0,0.51
29100,98.735,3.351,0.537,3.543,0.276,50.0,0.567,50.0,0.55
29200,99.176,3.35,0.398,3.542,0.06,50.0,0.481,50.0,0.497
29300,99.559,3.351,0.38,3.543,0.008,50.0,0.548,50.0,0.501
29400,99.559,3.351,0.374,3.543,0.0,50.0,0.573,50.0,0.499
29500,99.676,3.352,0.354,3.543,0.0,50.0,0.562,50.0,0.517
29600,99.647,3.352,0.375,3.543,0.0,50.0,0.528,50.0,0.471
29700,99.735,3.353,0.352,3.543,0.0,50.0,0.509,50.0,0.481
29800,99.735,3.353,0.365,3.543,0.0,50.0,0.545,50.0,0.487
29900,99.824,3.354,0.36,3.543,0.0,50.0,0.549,50.0,0.478
30000,99.735,3.354,0.347,3.543,0.0,50.0,0.571,50.0,0.49
30100,98.382,3.352,0.568,3.54,0.267,50.0,0.569,50.0,0.538
30200,98.941,3.35,0.413,3.539,0.057,50.0,0.506,50.0,0.522
30300,99.5,3.351,0.363,3.54,0.005,50.0,0.526,50.0,0.539
30400,99.5,3.351,0.361,3.54,0.0,50.0,0.519,50.0,0.505
30500,99.824,3.352,0.352,3.54,0.0,50.0,0.61,50.0,0.553
30600,99.676,3.352,0.366,3.54,0.0,50.0,0.554,50.0,0.521
30700,99.647,3.353,0.346,3.54,0.0,50.0,0.621,50.0,0.5
30800,99.912,3.353,0.378,3.54,0.0,50.0,0.563,50.0,0.525
30900,99.706,3.354,0.37,3.54,0.0,50.0,0.549,50.0,0.498
31000,99.794,3.354,0.363,3.54,0.0,50.0,0.529,50.0,0.507
31100,98.176,3.352,0.532,3.541,0.254,50.0,0.56,50.0,0.525
31200,99.529,3.35,0.411,3.543,0.067,50.0,0.502,50.0,0.535
31300,99.559,3.35,0.375,3.544,0.014,50.0,0.559,50.0,0.493
31400,99.853,3.351,0.377,3.544,0.0,50.0,0.574,50.0,0.509
31500,99.824,3.351,0.363,3.544,0.0,50.0,0.532,50.0,0.453
31600,99.853,3.352,0.342,3.544,0.0,50.0,0.484,50.0,0.457
31700,99.882,3.352,0.376,3.544,0.0,50.0,0.526,50.0,0.518
31800,99.941,3.353,0.375,3.544,0.0,50.0,0.553,50.0,0.498
31900,99.765,3.353,0.353,3.544,0.0,50.0,0.534,50.0,0.511
32000,99.706,3.354,0.373,3.544,0.0,50.0,0.592,50.0,0.515
32100,98.324,3.351,0.545,3.544,0.238,50.0,0.632,50.0,0.582
32200,99.441,3.35,0.415,3.544,0.045,50.0,0.585,50.0,0.472
32300,99.412,3.351,0.362,3.544,0.013,50.0,0.499,50.0,0.486
32400,99.824,3.351,0.353,3.544,0.0,50.0,0.506,50.0,0.544
32500,99.706,3.351,0.342,3.544,0.0,50.0,0.573,50.0,0.474
32600,99.765,3.352,0.37,3.544,0.0,50.0,0.537,50.0,0.515
32700,99.794,3.352,0.355,3.544,0.0,50.0,0.531,50.0,0.445
32800,99.706,3.353,0.355,3.544,0.0,50.0,0.507,50.0,0.495
32900,99.912,3.353,0.357,3.544,0.0,50.0,0.547,50.0,0.483
33000,99.882,3.354,0.355,3.544,0.0,50.0,0.553,50.0,0.495
33100,98.794,3.351,0.519,3.544,0.265,50.0,0.538,50.0,0.6
33200,99.471,3.35,0.396,3.545,0.071,50.0,0.543,50.0,0.49
33300,99.412,3.35,0.372,3.545,0.018,50.0,0.532,50.0,0.479
33400,99.5,3.35,0.349,3.545,0.006,50.0,0.525,50.0,0.481
33500,99.588,3.351,0.368,3.545,0.002,50.0,0.557,50.0,0.499
33600,99.676,3.351,0.348,3.545,0.0,50.0,0.488,50.0,0.463
33700,99.853,3.352,0.344,3.545,0.0,50.0,0.482,50.0,0.488
33800,99.824,3.352,0.364,3.545,0.0,50.0,0.562,50.0,0.486
33900,99.824,3.353,0.349,3.545,0.0,50.0,0.516,50.0,0.463
34000,99.735,3.353,0.355,3.545,0.0,50.0,0.529,50.0,0.489
34100,98.235,3.351,0.582,3.544,0.277,50.0,0.593,50.0,0.52
34200,99.235,3.35,0.417,3.544,0.036,50.0,0.544,50.0,0.484
34300,99.471,3.35,0.369,3.545,0.002,50.0,0.535,50.0,0.518
34400,99.588,3.35,0.355,3.545,0.0,50.0,0.519,50.0,0.465
34500,99.824,3.351,0.36,3.545,0.0,50.0,0.546,50.0,0.486
34600,99.706,3.351,0.36,3.545,0.0,50.0,0.529,50.0,0.498
34700,99.647,3.351,0.368,3.545,0.0,50.0,0.584,50.0,0.485
34800,99.794,3.352,0.351,3.545,0.0,50.0,0.541,50.0,0.496
34900,99.618,3.352,0.356,3.545,0.0,50.0,0.544,50.0,0.488
35000,99.824,3.353,0.356,3.545,0.0,50.0,0.501,50.0,0.509
35100,98.353,3.35,0.551,3.544,0.237,50.0,0.568,50.0,0.561
35200,99.382,3.349,0.409,3.545,0.049,50.0,0.515,50.0,0.516
35300,99.647,3.35,0.365,3.544,0.002,50.0,0.536,50.0,0.519
35400,99.529,3.35,0.351,3.544,0.0,50.0,0.571,50.0,0.514
35500,99.706,3.35,0.36,3.544,0.0,50.0,0.557,50.0,0.502
35600,99.882,3.351,0.339,3.544,0.0,50.0,0.497,50.0,0.464
35700,99.794,3.351,0.361,3.544,0.0,50.0,0.527,50.0,0.491
35800,99.706,3.352,0.376,3.544,0.0,50.0,0.553,50.0,0.479
35900,99.559,3.352,0.361,3.544,0.0,50.0,0.586,50.0,0.514
36000,99.676,3.352,0.366,3.544,0.0,50.0,0.508,50.0,0.471
36100,98.941,3.35,0.511,3.544,0.251,50.0,0.524,50.0,0.55
36200,99.088,3.349,0.418,3.546,0.048,50.0,0.53,50.0,0.517
36300,99.588,3.35,0.379,3.547,0.002,50.0,0.536,50.0,0.503
36400,99.794,3.35,0.36,3.547,0.0,50.0,0.535,50.0,0.461
36500,99.706,3.35,0.353,3.547,0.0,50.0,0.527,50.0,0.497
36600,99.765,3.351,0.372,3.547,0.0,50.0,0.524,50.0,0.529
36700,99.765,3.351,0.356,3.547,0.0,50.0,0.462,50.0,0.479
36800,99.882,3.352,0.357,3.547,0.0,50.0,0.525,50.0,0.502
36900,99.735,3.352,0.369,3.547,0.0,50.0,0.516,50.0,0.484
37000,99.765,3.352,0.355,3.547,0.0,50.0,0.546,50.0,0.481
37100,98.441,3.35,0.556,3.55,0.24,50.0,0.58,50.0,0.573
37200,99.029,3.349,0.415,3.551,0.04,50.0,0.535,50.0,0.51
37300,99.706,3.35,0.375,3.551,0.009,50.0,0.595,50.0,0.48
37400,99.529,3.35,0.369,3.551,0.0,50.0,0.529,50.0,0.498
37500,99.824,3.35,0.345,3.551,0.0,50.0,0.523,50.0,0.459
37600,99.529,3.351,0.36,3.551,0.0,50.0,0.57,50.0,0.51
37700,99.588,3.351,0.361,3.551,0.0,50.0,0.531,50.0,0.454
37800,99.706,3.351,0.362,3.551,0.0,50.0,0.503,50.0,0.513
37900,99.882,3.352,0.353,3.551,0.0,50.0,0.532,50.0,0.511
38000,99.794,3.352,0.369,3.551,0.0,50.0,0.611,50.0,0.5
38100,98.912,3.35,0.538,3.55,0.283,50.0,0.633,50.0,0.548
38200,99.588,3.349,0.402,3.549,0.046,50.0,0.565,50.0,0.539
38300,99.706,3.349,0.361,3.55,0.01,50.0,0.487,50.0,0.481
38400,99.735,3.35,0.364,3.55,0.0,50.0,0.538,50.0,0.482
38500,99.794,3.35,0.365,3.55,0.0,50.0,0.551,50.0,0.547
38600,99.706,3.351,0.361,3.55,0.0,50.0,0.561,50.0,0.517
38700,99.824,3.351,0.36,3.55,0.0,50.0,0.533,50.0,0.52
38800,99.971,3.351,0.361,3.55,0.0,50.0,0.549,50.0,0.493
38900,99.824,3.352,0.352,3.55,0.0,50.0,0.536,50.0,0.496
39000,99.735,3.352,0.37,3.55,0.0,50.0,0.532,50.0,0.515
39100,98.5,3.35,0.553,3.551,0.305,50.0,0.557,50.0,0.556
39200,99.0,3.349,0.413,3.551,0.023,50.0,0.566,50.0,0.507
39300,99.324,3.349,0.363,3.551,0.003,50.0,0.464,50.0,0.485
39400,99.853,3.349,0.344,3.551,0.0,50.0,0.522,50.0,0.481
39500,99.765,3.35,0.352,3.551,0.0,50.0,0.526,50.0,0.502
39600,99.735,3.35,0.359,3.551,0.0,50.0,0.496,50.0,0.48
39700,99.618,3.351,0.368,3.551,0.0,50.0,0.615,50.0,0.516
39800,99.676,3.351,0.366,3.551,0.0,50.0,0.534,50.0,0.476
39900,99.824,3.351,0.364,3.551,0.0,50.0,0.584,50.0,0.511
40000,99.794,3.352,0.356,3.551,0.0,50.0,0.525,50.0,0.511
40100,98.735,3.35,0.496,3.552,0.23,50.0,0.515,50.0,0.532
40200,99.324,3.349,0.379,3.553,0.056,50.0,0.432,50.0,0.486
40300,99.706,3.349,0.372,3.554,0.011,50.0,0.513,50.0,0.517
40400,99.735,3.35,0.336,3.554,0.002,50.0,0.57,50.0,0.454
40500,99.765,3.35,0.36,3.554,0.0,50.0,0.598,50.0,0.538
40600,99.882,3.35,0.344,3.554,0.0,50.0,0.504,50.0,0.471
40700,99.853,3.351,0.358,3.554,0.0,50.0,0.548,50.0,0.496
40800,99.824,3.351,0.348,3.554,0.0,50.0,0.554,50.0,0.499
40900,99.912,3.351,0.358,3.554,0.0,50.0,0.585,50.0,0.522
41000,99.941,3.352,0.349,3.554,0.0,50.0,0.533,50.0,0.497
41100,98.353,3.35,0.547,3.553,0.298,50.0,0.565,50.0,0.518
41200,99.265,3.349,0.395,3.55,0.061,50.0,0.551,50.0,0.524
41300,99.353,3.349,0.377,3.548,0.028,50.0,0.584,50.0,0.488
41400,99.824,3.35,0.35,3.547,0.0,50.0,0.533,50.0,0.474
41500,99.735,3.35,0.35,3.547,0.0,50.0,0.5,50.0,0.453
41600,99.676,3.35,0.354,3.547,0.0,50.0,0.561,50.0,0.529
41700,99.824,3.351,0.372,3.547,0.0,50.0,0.59,50.0,0.49
41800,99.794,3.351,0.363,3.547,0.0,50.0,0.537,50.0,0.489
41900,99.765,3.351,0.35,3.547,0.0,50.0,0.551,50.0,0.527
42000,99.794,3.352,0.357,3.547,0.0,50.0,0.561,50.0,0.459
42100,98.441,3.35,0.545,3.547,0.218,50.0,0.558,50.0,0.582
42200,99.088,3.349,0.401,3.549,0.062,50.0,0.517,50.0,0.506
42300,99.765,3.349,0.351,3.549,0.007,50.0,0.532,50.0,0.483
42400,99.765,3.35,0.342,3.549,0.0,50.0,0.525,50.0,0.478
42500,99.765,3.35,0.377,3.549,0.0,50.0,0.572,50.0,0.503
42600,99.853,3.35,0.357,3.549,0.0,50.0,0.53,50.0,0.47
42700,99.735,3.351,0.349,3.549,0.0,50.0,0.536,50.0,0.471
42800,99.912,3.351,0.362,3.549,0.0,50.0,0.547,50.0,0.456
42900,99.735,3.351,0.358,3.549,0.0,50.0,0.512,50.0,0.502
43000,99.706,3.352,0.344,3.549,0.0,50.0,0.557,50.0,0.513
43100,98.324,3.35,0.53,3.549,0.245,50.0,0.546,50.0,0.541
43200,99.147,3.349,0.404,3.547,0.099,50.0,0.485,50.0,0.511
43300,99.647,3.349,0.351,3.548,0.005,50.0,0.576,50.0,0.511
43400,99.706,3.35,0.352,3.548,0.0,50.0,0.466,50.0,0.5
43500,99.794,3.35,0.359,3.548,0.0,50.0,0.584,50.0,0.535
43600,99.882,3.35,0.379,3.548,0.0,50.0,0.596,50.0,0.516
43700,99.794,3.351,0.377,3.548,0.0,50.0,0.506,50.0,0.529
43800,99.618,3.351,0.341,3.548,0.0,50.0,0.529,50.0,0.488
43900,99.853,3.351,0.347,3.548,0.0,50.0,0.538,50.0,0.519
44000,99.882,3.352,0.356,3.548,0.0,50.0,0.546,50.0,0.497
44100,98.853,3.35,0.518,3.547,0.286,50.0,0.562,50.0,0.533
44200,99.029,3.349,0.416,3.548,0.073,50.0,0.544,50.0,0.518
44300,99.735,3.349,0.372,3.547,0.012,50.0,0.534,50.0,0.476
44400,99.676,3.349,0.35,3.546,0.002,50.0,0.531,50.0,0.44
44500,99.706,3.35,0.343,3.546,0.0,50.0,0.532,50.0,0.493
44600,99.765,3.35,0.347,3.546,0.0,50.0,0.548,50.0,0.487
44700,99.882,3.35,0.371,3.546,0.0,50.0,0.574,50.0,0.494
44800,99.706,3.351,0.341,3.546,0.0,50.0,0.607,50.0,0.472
44900,99.706,3.351,0.353,3.546,0.0,50.0,0.533,50.0,0.511
45000,99.853,3.351,0.359,3.546,0.0,50.0,0.558,50.0,0.503
45100,99.059,3.35,0.541,3.546,0.272,50.0,0.552,50.0,0.574
45200,99.176,3.349,0.399,3.545,0.039,50.0,0.594,50.0,0.506
45300,99.765,3.349,0.361,3.545,0.011,50.0,0.535,50.0,0.52
45400,99.824,3.35,0.367,3.545,0.0,50.0,0.539,50.0,0.478
45500,99.941,3.35,0.351,3.545,0.0,50.0,0.498,50.0,0.498
45600,99.735,3.35,0.356,3.545,0.0,50.0,0.472,50.0,0.494
45700,99.882,3.351,0.362,3.545,0.0,50.0,0.534,50.0,0.455
45800,99.941,3.351,0.362,3.545,0.0,50.0,0.551,50.0,0.478
45900,99.794,3.351,0.349,3.545,0.0,50.0,0.572,50.0,0.48
46000,99.824,3.352,0.366,3.545,0.0,50.0,0.579,50.0,0.536
46100,98.912,3.35,0.515,3.545,0.25,50.0,0.554,50.0,0.566
46200,99.412,3.349,0.393,3.544,0.048,50.0,0.528,50.0,0.459
46300,99.853,3.349,0.37,3.544,0.014,50.0,0.531,50.0,0.531
46400,99.824,3.35,0.354,3.544,0.008,50.0,0.477,50.0,0.495
46500,99.882,3.35,0.354,3.544,0.0,50.0,0.527,50.0,0.497
46600,99.618,3.35,0.349,3.544,0.0,50.0,0.515,50.0,0.525
46700,99.706,3.351,0.376,3.544,0.0,50.0,0.517,50.0,0.523
46800,99.912,3.351,0.376,3.544,0.0,50.0,0.502,50.0,0.502
46900,99.824,3.351,0.364,3.544,0.0,50.0,0.553,50.0,0.527
47000,99.882,3.352,0.347,3.544,0.0,50.0,0.529,50.0,0.474
47100,98.706,3.35,0.508,3.543,0.248,50.0,0.558,50.0,0.55
47200,99.529,3.349,0.414,3.545,0.064,50.0,0.54,50.0,0.506
47300,99.647,3.349,0.394,3.545,0.017,50.0,0.537,50.0,0.491
47400,99.824,3.349,0.348,3.545,0.005,50.0,0.566,50.0,0.509
47500,99.853,3.35,0.354,3.544,0.0,50.0,0.488,50.0,0.516
47600,99.882,3.35,0.365,3.544,0.0,50.0,0.539,50.0,0.536
47700,99.824,3.35,0.374,3.544,0.0,50.0,0.568,50.0,0.514
47800,99.765,3.351,0.37,3.544,0.0,50.0,0.603,50.0,0.51
47900,99.765,3.351,0.352,3.544,0.0,50.0,0.554,50.0,0.507
48000,99.882,3.351,0.356,3.544,0.0,50.0,0.537,50.0,0.458
48100,99.059,3.35,0.515,3.544,0.295,50.0,0.508,50.0,0.562
48200,99.088,3.349,0.41,3.544,0.072,50.0,0.543,50.0,0.497
48300,99.559,3.349,0.362,3.544,0.009,50.0,0.563,50.0,0.488
48400,99.676,3.35,0.366,3.545,0.0,50.0,0.537,50.0,0.542
48500,99.706,3.35,0.375,3.545,0.0,50.0,0.571,50.0,0.515
48600,99.853,3.35,0.361,3.545,0.0,50.0,0.555,50.0,0.504
48700,99.735,3.35,0.343,3.545,0.0,50.0,0.56,50.0,0.495
48800,99.529,3.351,0.358,3.545,0.0,50.0,0.574,50.0,0.5
48900,99.676,3.351,0.377,3.545,0.0,50.0,0.621,50.0,0.518
49000,99.765,3.351,0.356,3.545,0.0,50.0,0.497,50.0,0.47
49100,98.676,3.35,0.581,3.545,0.277,50.0,0.553,50.0,0.574
49200,99.235,3.349,0.409,3.546,0.071,50.0,0.579,50.0,0.486
49300,99.794,3.349,0.385,3.546,0.028,50.0,0.519,50.0,0.553
49400,99.824,3.349,0.343,3.547,0.0,50.0,0.523,50.0,0.495
49500,99.735,3.349,0.346,3.547,0.0,50.0,0.54,50.0,0.465
49600,99.853,3.35,0.357,3.547,0.0,50.0,0.557,50.0,0.48
49700,99.765,3.35,0.35,3.547,0.0,50.0,0.558,50.0,0.481
49800,99.765,3.35,0.345,3.547,0.0,50.0,0.537,50.0,0.509
49900,99.882,3.351,0.364,3.547,0.0,50.0,0.556,50.0,0.511
0,50.0,0.0,0.0,0.2,0.002,0.0,0.0,2.083,0.003
100,98.931,2.754,0.589,3.666,0.244,50.0,0.483,50.0,0.5
200,99.31,2.984,0.51,3.657,0.056,50.0,0.461,50.0,0.479
300,99.207,3.12,0.482,3.668,0.007,50.0,0.492,50.0,0.481
400,99.483,3.2,0.432,3.671,0.0,50.0,0.46,50.0,0.53
500,99.621,3.257,0.408,3.671,0.0,50.0,0.451,50.0,0.511
600,99.828,3.301,0.392,3.671,0.0,50.0,0.453,50.0,0.485
700,99.862,3.337,0.384,3.671,0.0,50.0,0.435,50.0,0.505
800,99.897,3.366,0.386,3.671,0.0,50.0,0.491,50.0,0.495
900,99.862,3.388,0.366,3.671,0.0,50.0,0.431,50.0,0.439
1000,99.966,3.407,0.38,3.671,0.0,50.0,0.442,50.0,0.516
1100,98.724,3.351,0.573,3.614,0.222,50.0,0.505,50.0,0.525
1200,98.931,3.332,0.495,3.674,0.042,50.0,0.465,50.0,0.45
1300,99.379,3.337,0.439,3.671,0.004,50.0,0.477,50.0,0.493
1400,99.897,3.348,0.413,3.672,0.0,50.0,0.469,50.0,0.458
1500,99.586,3.36,0.396,3.672,0.0,50.0,0.447,50.0,0.475
1600,99.966,3.371,0.392,3.672,0.0,50.0,0.448,50.0,0.463
1700,99.621,3.383,0.394,3.672,0.0,50.0,0.436,50.0,0.44
1800,99.793,3.392,0.389,3.672,0.0,50.0,0.44,50.0,0.466
1900,99.69,3.401,0.386,3.672,0.0,50.0,0.457,50.0,0.505
2000,99.897,3.409,0.378,3.672,0.0,50.0,0.465,50.0,0.45
2100,98.862,3.382,0.561,3.658,0.279,50.0,0.535,50.0,0.513
2200,99.414,3.37,0.44,3.647,0.047,50.0,0.449,50.0,0.455
2300,99.552,3.373,0.412,3.632,0.009,50.0,0.495,50.0,0.496
2400,99.759,3.38,0.388,3.632,0.003,50.0,0.457,50.0,0.455
2500,99.724,3.387,0.394,3.633,0.0,50.0,0.416,50.0,0.459
2600,99.828,3.394,0.376,3.633,0.0,50.0,0.431,50.0,0.417
2700,99.759,3.4,0.382,3.633,0.0,50.0,0.468,50.0,0.46
2800,99.897,3.406,0.384,3.633,0.0,50.0,0.48,50.0,0.515
2900,99.793,3.413,0.388,3.633,0.0,50.0,0.41,50.0,0.466
3000,99.793,3.418,0.367,3.633,0.0,50.0,0.47,50.0,0.499
3100,99.103,3.395,0.538,3.612,0.271,50.0,0.525,50.0,0.577
3200,99.586,3.39,0.403,3.607,0.044,50.0,0.476,50.0,0.475
3300,99.862,3.394,0.398,3.606,0.009,50.0,0.484,50.0,0.495
3400,99.862,3.399,0.388,3.607,0.0,50.0,0.44,50.0,0.476
3500,99.966,3.404,0.376,3.607,0.0,50.0,0.412,50.0,0.415
3600,99.897,3.409,0.402,3.607,0.0,50.0,0.499,50.0,0.488
3700,99.897,3.414,0.351,3.607,0.0,50.0,0.444,50.0,0.411
3800,99.69,3.418,0.364,3.607,0.0,50.0,0.453,50.0,0.461
3900,99.621,3.422,0.387,3.607,0.0,50.0,0.428,50.0,0.475
4000,99.862,3.426,0.386,3.607,0.0,50.0,0.452,50.0,0.49
4100,99.379,3.409,0.573,3.614,0.299,50.0,0.519,50.0,0.568
4200,99.448,3.402,0.428,3.603,0.05,50.0,0.505,50.0,0.511
4300,99.621,3.405,0.393,3.605,0.006,50.0,0.463,50.0,0.475
4400,99.897,3.408,0.386,3.606,0.003,50.0,0.46,50.0,0.499
4500,99.897,3.412,0.388,3.608,0.003,50.0,0.478,50.0,0.461
4600,99.897,3.416,0.388,3.609,0.0,50.0,0.403,50.0,0.482
4700,99.897,3.419,0.349,3.609,0.0,50.0,0.419,50.0,0.447
4800,99.931,3.423,0.352,3.609,0.0,50.0,0.434,50.0,0.44
4900,99.793,3.426,0.387,3.609,0.0,50.0,0.451,50.0,0.436
5000,99.931,3.429,0.385,3.609,0.0,50.0,0.47,50.0,0.495
5100,99.103,3.416,0.529,3.61,0.242,50.0,0.436,50.0,0.475
5200,99.621,3.41,0.417,3.619,0.037,50.0,0.501,50.0,0.471
5300,99.862,3.412,0.377,3.623,0.007,50.0,0.456,50.0,0.461
5400,99.759,3.415,0.408,3.624,0.003,50.0,0.502,50.0,0.484
5500,99.828,3.418,0.388,3.625,0.0,50.0,0.444,50.0,0.461
5600,99.897,3.421,0.392,3.625,0.0,50.0,0.467,50.0,0.455
5700,99.793,3.424,0.38,3.625,0.0,50.0,0.412,50.0,0.479
5800,99.69,3.427,0.365,3.625,0.0,50.0,0.463,50.0,0.442
5900,99.897,3.43,0.397,3.625,0.0,50.0,0.477,50.0,0.477
6000,99.897,3.432,0.371,3.625,0.0,50.0,0.461,50.0,0.434
6100,98.828,3.421,0.543,3.614,0.23,50.0,0.53,50.0,0.496
6200,99.69,3.417,0.42,3.615,0.042,50.0,0.468,50.0,0.474
6300,99.897,3.418,0.361,3.618,0.013,50.0,0.433,50.0,0.44
6400,99.862,3.421,0.371,3.618,0.0,50.0,0.444,50.0,0.5
6500,99.862,3.423,0.374,3.618,0.0,50.0,0.424,50.0,0.46
6600,99.897,3.425,0.384,3.618,0.0,50.0,0.418,50.0,0.471
6700,99.862,3.428,0.365,3.618,0.0,50.0,0.445,50.0,0.507
6800,99.828,3.43,0.382,3.618,0.0,50.0,0.446,50.0,0.502
6900,99.828,3.432,0.388,3.618,0.0,50.0,0.429,50.0,0.502
7000,99.931,3.434,0.365,3.618,0.0,50.0,0.447,50.0,0.441
7100,99.31,3.424,0.473,3.61,0.273,50.0,0.547,50.0,0.486
7200,99.414,3.42,0.401,3.615,0.04,50.0,0.455,50.0,0.46
7300,99.828,3.421,0.372,3.615,0.003,50.0,0.448,50.0,0.485
7400,99.828,3.423,0.402,3.615,0.0,50.0,0.418,50.0,0.516
7500,99.897,3.425,0.395,3.615,0.0,50.0,0.473,50.0,0.444
7600,99.931,3.428,0.388,3.615,0.0,50.0,0.432,50.0,0.462
7700,99.931,3.43,0.389,3.615,0.0,50.0,0.4,50.0,0.455
7800,99.897,3.431,0.361,3.615,0.0,50.0,0.434,50.0,0.49
7900,99.897,3.433,0.38,3.615,0.0,50.0,0.418,50.0,0.483
8000,99.828,3.435,0.365,3.615,0.0,50.0,0.434,50.0,0.477
8100,99.483,3.427,0.512,3.605,0.233,50.0,0.537,50.0,0.539
8200,99.414,3.423,0.412,3.616,0.052,50.0,0.462,50.0,0.482
0,50.0,0.0,0.0,0.0,0.0,4.167,0.007,0.0,0.0
100,97.931,2.85,0.625,3.829,0.236,50.0,0.533,50.0,0.488
200,98.931,3.048,0.543,3.75,0.055,50.0,0.446,50.0,0.441
300,98.586,3.144,0.522,3.739,0.004,50.0,0.467,50.0,0.435
400,99.724,3.203,0.478,3.74,0.0,50.0,0.403,50.0,0.412
500,99.31,3.243,0.44,3.74,0.0,50.0,0.477,50.0,0.495
600,99.483,3.275,0.414,3.74,0.0,50.0,0.463,50.0,0.474
700,99.414,3.302,0.407,3.74,0.0,50.0,0.483,50.0,0.431
800,99.828,3.328,0.387,3.74,0.0,50.0,0.451,50.0,0.471
900,99.862,3.352,0.375,3.74,0.0,50.0,0.438,50.0,0.454
1000,99.621,3.373,0.352,3.74,0.0,50.0,0.439,50.0,0.44
1100,98.931,3.333,0.557,3.736,0.218,50.0,0.497,50.0,0.505
1200,99.483,3.318,0.443,3.753,0.033,50.0,0.493,50.0,0.469
1300,99.69,3.328,0.399,3.74,0.004,50.0,0.5,50.0,0.466
1400,99.552,3.343,0.407,3.741,0.0,50.0,0.494,50.0,0.478
1500,99.828,3.356,0.37,3.741,0.0,50.0,0.477,50.0,0.421
1600,99.724,3.368,0.37,3.741,0.0,50.0,0.478,50.0,0.455
1700,99.966,3.379,0.358,3.741,0.0,50.0,0.529,50.0,0.44
1800,99.897,3.39,0.359,3.741,0.0,50.0,0.438,50.0,0.462
1900,99.793,3.399,0.372,3.741,0.0,50.0,0.455,50.0,0.464
2000,100.0,3.408,0.372,3.741,0.0,50.0,0.425,50.0,0.465
2100,98.897,3.382,0.54,3.72,0.233,50.0,0.533,50.0,0.505
2200,99.379,3.373,0.445,3.718,0.048,50.0,0.462,50.0,0.486
2300,99.793,3.376,0.41,3.718,0.007,50.0,0.463,50.0,0.45
2400,99.828,3.382,0.377,3.718,0.0,50.0,0.482,50.0,0.447
2500,99.931,3.39,0.393,3.718,0.0,50.0,0.48,50.0,0.488
2600,99.724,3.397,0.378,3.718,0.0,50.0,0.486,50.0,0.501
2700,99.966,3.404,0.363,3.718,0.0,50.0,0.459,50.0,0.454
2800,99.793,3.41,0.375,3.718,0.0,50.0,0.424,50.0,0.437
2900,99.897,3.415,0.38,3.718,0.0,50.0,0.509,50.0,0.46
3000,99.931,3.421,0.397,3.718,0.0,50.0,0.493,50.0,0.516
3100,99.414,3.399,0.521,3.723,0.248,50.0,0.515,50.0,0.507
3200,99.69,3.392,0.391,3.69,0.078,50.0,0.489,50.0,0.429
3300,99.724,3.395,0.38,3.69,0.011,50.0,0.43,50.0,0.493
3400,99.759,3.399,0.376,3.69,0.0,50.0,0.457,50.0,0.444
3500,100.0,3.404,0.362,3.69,0.0,50.0,0.445,50.0,0.439
3600,99.862,3.409,0.387,3.69,0.0,50.0,0.523,50.0,0.484
3700,99.828,3.414,0.377,3.69,0.0,50.0,0.494,50.0,0.456
