round,moody_avg_mood,moody_avg_score,moody_avg_connectivity,sarsa_avg_score,sarsa_avg_connectivity,tft_avg_score,tft_avg_connectivity,wsls_avg_score,wsls_avg_connectivity
11400,99.889,3.424,0.363,3.598,0.0,50.0,0.418,50.0,0.416
11500,99.944,3.426,0.355,3.598,0.0,50.0,0.416,50.0,0.391
11600,99.889,3.427,0.344,3.598,0.0,50.0,0.356,50.0,0.426
11700,99.889,3.429,0.36,3.598,0.0,50.0,0.401,50.0,0.429
11800,99.833,3.43,0.336,3.598,0.0,50.0,0.39,50.0,0.377
11900,100.0,3.431,0.361,3.598,0.0,50.0,0.398,50.0,0.46
12000,99.944,3.433,0.371,3.598,0.0,50.0,0.376,50.0,0.396
12100,99.389,3.425,0.511,3.594,0.29,50.0,0.441,50.0,0.512
12200,99.444,3.422,0.391,3.595,0.048,50.0,0.456,50.0,0.476
12300,99.667,3.423,0.369,3.596,0.003,50.0,0.379,50.0,0.442
12400,99.667,3.424,0.368,3.596,0.0,50.0,0.427,50.0,0.405
12500,99.889,3.425,0.369,3.596,0.0,50.0,0.389,50.0,0.412
12600,99.833,3.427,0.368,3.596,0.0,50.0,0.404,50.0,0.444
12700,99.778,3.428,0.365,3.596,0.0,50.0,0.418,50.0,0.407
12800,100.0,3.429,0.349,3.596,0.0,50.0,0.402,50.0,0.408
12900,99.667,3.431,0.345,3.596,0.0,50.0,0.392,50.0,0.385
13000,99.889,3.432,0.366,3.596,0.0,50.0,0.409,50.0,0.385
13100,99.444,3.427,0.444,3.6,0.256,50.0,0.486,50.0,0.493
13200,99.5,3.425,0.414,3.608,0.066,50.0,0.454,50.0,0.399
13300,99.667,3.425,0.378,3.605,0.019,50.0,0.415,50.0,0.43
13400,99.778,3.426,0.356,3.605,0.005,50.0,0.381,50.0,0.414
13500,99.944,3.427,0.375,3.606,0.0,50.0,0.423,50.0,0.442
13600,99.667,3.429,0.354,3.606,0.0,50.0,0.378,50.0,0.396
13700,99.944,3.43,0.376,3.606,0.0,50.0,0.428,50.0,0.429
13800,99.944,3.431,0.386,3.606,0.0,50.0,0.358,50.0,0.423
13900,99.889,3.432,0.375,3.606,0.0,50.0,0.381,50.0,0.418
14000,99.833,3.433,0.379,3.606,0.0,50.0,0.405,50.0,0.4
14100,99.056,3.428,0.516,3.603,0.246,50.0,0.481,50.0,0.464
14200,99.667,3.426,0.425,3.606,0.052,50.0,0.445,50.0,0.457
14300,99.944,3.427,0.349,3.608,0.012,50.0,0.407,50.0,0.402
14400,99.778,3.428,0.354,3.609,0.0,50.0,0.39,50.0,0.402
14500,99.889,3.429,0.342,3.609,0.0,50.0,0.413,50.0,0.415
14600,99.944,3.43,0.357,3.609,0.0,50.0,0.409,50.0,0.422
14700,99.667,3.431,0.372,3.609,0.0,50.0,0.395,50.0,0.422
14800,99.944,3.432,0.367,3.609,0.0,50.0,0.415,50.0,0.453
14900,99.333,3.434,0.384,3.609,0.0,50.0,0.396,50.0,0.394
15000,99.833,3.435,0.372,3.609,0.0,50.0,0.439,50.0,0.427
15100,99.389,3.43,0.499,3.608,0.274,50.0,0.495,50.0,0.492
15200,99.889,3.428,0.393,3.607,0.046,50.0,0.38,50.0,0.428
15300,99.944,3.429,0.35,3.607,0.014,50.0,0.369,50.0,0.405
15400,99.833,3.429,0.367,3.607,0.002,50.0,0.439,50.0,0.453
15500,99.778,3.43,0.374,3.607,0.0,50.0,0.423,50.0,0.387
15600,99.944,3.431,0.329,3.607,0.0,50.0,0.351,50.0,0.402
15700,99.556,3.432,0.351,3.607,0.0,50.0,0.402,50.0,0.394
15800,99.556,3.433,0.356,3.607,0.0,50.0,0.393,50.0,0.41
15900,99.889,3.434,0.351,3.607,0.0,50.0,0.396,50.0,0.401
16000,100.0,3.435,0.374,3.607,0.0,50.0,0.342,50.0,0.404
16100,99.222,3.431,0.518,3.61,0.272,50.0,0.477,50.0,0.466
16200,99.5,3.428,0.373,3.61,0.07,50.0,0.376,50.0,0.431
16300,99.722,3.429,0.378,3.61,0.013,50.0,0.421,50.0,0.448
16400,99.556,3.429,0.368,3.611,0.0,50.0,0.407,50.0,0.378
16500,99.889,3.43,0.37,3.611,0.0,50.0,0.41,50.0,0.39
16600,99.889,3.431,0.356,3.611,0.0,50.0,0.371,50.0,0.406
16700,99.889,3.432,0.384,3.611,0.0,50.0,0.4,50.0,0.419
16800,99.722,3.433,0.373,3.611,0.0,50.0,0.393,50.0,0.424
16900,99.889,3.434,0.355,3.611,0.0,50.0,0.373,50.0,0.429
17000,99.833,3.435,0.351,3.611,0.0,50.0,0.364,50.0,0.41
17100,99.222,3.43,0.521,3.609,0.27,50.0,0.51,50.0,0.467
17200,99.778,3.428,0.373,3.612,0.053,50.0,0.406,50.0,0.408
17300,99.833,3.429,0.365,3.613,0.01,50.0,0.379,50.0,0.412
17400,99.833,3.429,0.368,3.613,0.005,50.0,0.376,50.0,0.336
17500,99.778,3.43,0.335,3.613,0.0,50.0,0.439,50.0,0.391
17600,99.944,3.431,0.373,3.613,0.0,50.0,0.392,50.0,0.426
17700,99.944,3.432,0.377,3.613,0.0,50.0,0.382,50.0,0.436
17800,99.833,3.433,0.371,3.613,0.0,50.0,0.37,50.0,0.413
17900,99.889,3.434,0.344,3.613,0.0,50.0,0.367,50.0,0.382
18000,99.944,3.435,0.375,3.613,0.0,50.0,0.421,50.0,0.437
18100,99.333,3.43,0.55,3.613,0.253,50.0,0.474,50.0,0.479
18200,99.722,3.428,0.448,3.61,0.06,50.0,0.451,50.0,0.462
18300,99.833,3.429,0.353,3.612,0.017,50.0,0.408,50.0,0.4
18400,99.833,3.429,0.327,3.613,0.005,50.0,0.396,50.0,0.435
18500,99.944,3.43,0.36,3.614,0.0,50.0,0.378,50.0,0.425
18600,99.722,3.431,0.361,3.614,0.0,50.0,0.417,50.0,0.44
18700,99.944,3.432,0.374,3.614,0.0,50.0,0.439,50.0,0.416
18800,99.833,3.433,0.382,3.614,0.0,50.0,0.399,50.0,0.422
18900,99.944,3.434,0.378,3.614,0.0,50.0,0.417,50.0,0.44
19000,99.722,3.434,0.374,3.614,0.0,50.0,0.412,50.0,0.391
19100,99.278,3.431,0.496,3.616,0.324,50.0,0.49,50.0,0.539
19200,99.833,3.429,0.398,3.614,0.064,50.0,0.412,50.0,0.455
19300,99.944,3.43,0.369,3.615,0.006,50.0,0.396,50.0,0.442
19400,99.889,3.431,0.383,3.615,0.0,50.0,0.385,50.0,0.419
19500,99.944,3.432,0.378,3.615,0.0,50.0,0.433,50.0,0.414
19600,99.833,3.432,0.357,3.615,0.0,50.0,0.405,50.0,0.426
19700,99.833,3.433,0.354,3.615,0.0,50.0,0.377,50.0,0.393
19800,99.778,3.434,0.372,3.615,0.0,50.0,0.382,50.0,0.367
19900,99.833,3.435,0.363,3.615,0.0,50.0,0.419,50.0,0.401
20000,99.944,3.435,0.376,3.615,0.0,50.0,0.393,50.0,0.387
20100,99.389,3.431,0.522,3.619,0.262,50.0,0.479,50.0,0.507
20200,99.611,3.43,0.416,3.621,0.068,50.0,0.405,50.0,0.451
20300,99.833,3.43,0.325,3.62,0.01,50.0,0.408,50.0,0.416
20400,99.833,3.431,0.379,3.62,0.002,50.0,0.423,50.0,0.439
20500,99.889,3.432,0.381,3.621,0.0,50.0,0.418,50.0,0.369
20600,99.889,3.433,0.348,3.621,0.0,50.0,0.385,50.0,0.414
20700,99.944,3.434,0.385,3.621,0.0,50.0,0.389,50.0,0.385
20800,99.944,3.434,0.362,3.621,0.0,50.0,0.36,50.0,0.411
20900,99.556,3.435,0.373,3.621,0.0,50.0,0.406,50.0,0.394
21000,99.833,3.436,0.35,3.621,0.0,50.0,0.377,50.0,0.399
21100,99.444,3.432,0.534,3.62,0.252,50.0,0.453,50.0,0.529
21200,99.889,3.431,0.407,3.622,0.05,50.0,0.418,50.0,0.449
21300,99.722,3.431,0.349,3.623,0.014,50.0,0.421,50.0,0.375
21400,99.833,3.432,0.364,3.622,0.0,50.0,0.376,50.0,0.44
21500,99.778,3.432,0.368,3.622,0.0,50.0,0.393,50.0,0.39
21600,100.0,3.433,0.365,3.622,0.0,50.0,0.39,50.0,0.394
21700,99.889,3.434,0.386,3.622,0.0,50.0,0.401,50.0,0.44
21800,99.889,3.435,0.352,3.622,0.0,50.0,0.42,50.0,0.396
21900,99.889,3.435,0.362,3.622,0.0,50.0,0.406,50.0,0.438
22000,99.778,3.436,0.363,3.622,0.0,50.0,0.392,50.0,0.419
22100,99.278,3.432,0.525,3.621,0.294,50.0,0.53,50.0,0.534
22200,99.444,3.431,0.39,3.623,0.044,50.0,0.391,50.0,0.422
22300,99.778,3.431,0.418,3.623,0.014,50.0,0.41,50.0,0.401
22400,99.889,3.431,0.365,3.623,0.0,50.0,0.389,50.0,0.382
22500,99.833,3.432,0.361,3.623,0.0,50.0,0.377,50.0,0.407
22600,99.944,3.433,0.368,3.623,0.0,50.0,0.381,50.0,0.4
22700,99.722,3.433,0.359,3.623,0.0,50.0,0.383,50.0,0.402
22800,99.833,3.434,0.364,3.623,0.0,50.0,0.407,50.0,0.416
22900,99.778,3.435,0.383,3.623,0.0,50.0,0.365,50.0,0.402
23000,99.889,3.436,0.415,3.623,0.0,50.0,0.415,50.0,0.423
23100,99.111,3.432,0.541,3.623,0.306,50.0,0.467,50.0,0.5
23200,99.778,3.43,0.396,3.623,0.039,50.0,0.459,50.0,0.441
23300,99.889,3.43,0.371,3.623,0.01,50.0,0.448,50.0,0.412
23400,99.944,3.431,0.358,3.624,0.0,50.0,0.377,50.0,0.42
23500,100.0,3.432,0.369,3.624,0.0,50.0,0.374,50.0,0.374
23600,99.944,3.433,0.385,3.624,0.0,50.0,0.368,50.0,0.415
23700,99.778,3.433,0.38,3.624,0.0,50.0,0.402,50.0,0.452
23800,99.889,3.434,0.365,3.624,0.0,50.0,0.442,50.0,0.393
23900,99.833,3.435,0.378,3.624,0.0,50.0,0.42,50.0,0.417
24000,99.778,3.435,0.347,3.624,0.0,50.0,0.342,50.0,0.392
24100,99.167,3.432,0.547,3.625,0.253,50.0,0.455,50.0,0.515
24200,99.389,3.431,0.42,3.627,0.047,50.0,0.457,50.0,0.443
24300,99.667,3.431,0.379,3.628,0.005,50.0,0.369,50.0,0.402
24400,99.944,3.431,0.383,3.628,0.0,50.0,0.407,50.0,0.452
24500,99.833,3.432,0.363,3.628,0.0,50.0,0.383,50.0,0.39
24600,99.833,3.433,0.378,3.628,0.0,50.0,0.424,50.0,0.425
24700,99.833,3.434,0.37,3.628,0.0,50.0,0.397,50.0,0.447
24800,99.778,3.434,0.399,3.628,0.0,50.0,0.397,50.0,0.42
24900,99.833,3.435,0.366,3.628,0.0,50.0,0.398,50.0,0.363
25000,99.778,3.436,0.393,3.628,0.0,50.0,0.447,50.0,0.438
25100,99.389,3.432,0.516,3.627,0.242,50.0,0.485,50.0,0.454
25200,99.556,3.431,0.409,3.628,0.047,50.0,0.448,50.0,0.381
25300,99.833,3.431,0.349,3.629,0.007,50.0,0.367,50.0,0.396
25400,99.833,3.431,0.361,3.629,0.003,50.0,0.355,50.0,0.379
25500,99.889,3.432,0.376,3.63,0.0,50.0,0.388,50.0,0.422
25600,99.889,3.433,0.377,3.63,0.0,50.0,0.373,50.0,0.419
25700,99.667,3.433,0.366,3.63,0.0,50.0,0.389,50.0,0.443
25800,99.833,3.434,0.356,3.63,0.0,50.0,0.428,50.0,0.427
25900,99.889,3.435,0.349,3.63,0.0,50.0,0.364,50.0,0.393
26000,99.889,3.435,0.371,3.63,0.0,50.0,0.427,50.0,0.427
26100,99.556,3.432,0.481,3.63,0.332,50.0,0.487,50.0,0.504
26200,99.056,3.431,0.415,3.627,0.05,50.0,0.461,50.0,0.424
26300,99.833,3.431,0.361,3.626,0.014,50.0,0.406,50.0,0.434
26400,99.833,3.432,0.357,3.626,0.0,50.0,0.418,50.0,0.403
26500,99.833,3.432,0.382,3.626,0.0,50.0,0.386,50.0,0.391
26600,99.889,3.433,0.35,3.626,0.0,50.0,0.417,50.0,0.414
26700,99.944,3.433,0.366,3.626,0.0,50.0,0.4,50.0,0.401
26800,99.722,3.434,0.36,3.626,0.0,50.0,0.396,50.0,0.412
26900,99.889,3.435,0.373,3.626,0.0,50.0,0.367,50.0,0.409
27000,99.944,3.435,0.38,3.626,0.0,50.0,0.405,50.0,0.448
27100,99.0,3.432,0.553,3.624,0.344,50.0,0.518,50.0,0.521
27200,99.833,3.431,0.393,3.622,0.052,50.0,0.466,50.0,0.456
27300,99.944,3.431,0.361,3.622,0.01,50.0,0.42,50.0,0.453
27400,99.833,3.432,0.39,3.622,0.002,50.0,0.403,50.0,0.383
27500,99.889,3.432,0.388,3.622,0.0,50.0,0.392,50.0,0.415
27600,99.833,3.433,0.379,3.622,0.0,50.0,0.412,50.0,0.452
27700,99.889,3.433,0.359,3.622,0.0,50.0,0.383,50.0,0.384
27800,99.833,3.434,0.371,3.622,0.0,50.0,0.404,50.0,0.399
27900,99.833,3.435,0.369,3.622,0.0,50.0,0.407,50.0,0.391
28000,99.889,3.435,0.336,3.622,0.0,50.0,0.408,50.0,0.409
28100,99.444,3.432,0.478,3.623,0.21,50.0,0.455,50.0,0.514
28200,99.5,3.431,0.431,3.625,0.085,50.0,0.428,50.0,0.46
28300,100.0,3.431,0.372,3.624,0.014,50.0,0.4,50.0,0.456
28400,99.833,3.431,0.369,3.623,0.011,50.0,0.423,50.0,0.415
28500,99.889,3.432,0.361,3.623,0.0,50.0,0.399,50.0,0.419
28600,99.889,3.432,0.353,3.623,0.0,50.0,0.383,50.0,0.441
28700,100.0,3.433,0.364,3.623,0.0,50.0,0.387,50.0,0.426
28800,99.944,3.434,0.373,3.623,0.0,50.0,0.475,50.0,0.42
28900,100.0,3.434,0.371,3.623,0.0,50.0,0.387,50.0,0.418
29000,100.0,3.435,0.335,3.623,0.0,50.0,0.421,50.0,0.404
29100,99.389,3.432,0.509,3.624,0.231,50.0,0.471,50.0,0.488
29200,99.778,3.431,0.386,3.623,0.074,50.0,0.375,50.0,0.405
29300,99.833,3.431,0.383,3.623,0.01,50.0,0.382,50.0,0.414
29400,99.833,3.431,0.377,3.623,0.002,50.0,0.391,50.0,0.402
29500,99.889,3.432,0.362,3.623,0.0,50.0,0.474,50.0,0.454
29600,99.944,3.432,0.359,3.623,0.0,50.0,0.431,50.0,0.38
29700,99.833,3.433,0.319,3.623,0.0,50.0,0.36,50.0,0.405
29800,99.944,3.433,0.367,3.623,0.0,50.0,0.416,50.0,0.367
29900,99.667,3.434,0.37,3.623,0.0,50.0,0.411,50.0,0.42
30000,99.611,3.434,0.363,3.623,0.0,50.0,0.384,50.0,0.404
30100,99.444,3.431,0.491,3.624,0.249,50.0,0.486,50.0,0.482
30200,99.722,3.43,0.38,3.625,0.073,50.0,0.423,50.0,0.443
30300,99.889,3.431,0.37,3.626,0.004,50.0,0.412,50.0,0.423
30400,99.778,3.431,0.387,3.626,0.002,50.0,0.425,50.0,0.423
30500,99.889,3.432,0.365,3.626,0.0,50.0,0.403,50.0,0.428
30600,99.833,3.432,0.352,3.626,0.0,50.0,0.363,50.0,0.454
30700,99.722,3.433,0.357,3.626,0.0,50.0,0.421,50.0,0.445
30800,99.889,3.433,0.351,3.626,0.0,50.0,0.37,50.0,0.42
30900,99.833,3.434,0.39,3.626,0.0,50.0,0.444,50.0,0.428
31000,99.889,3.434,0.352,3.626,0.0,50.0,0.364,50.0,0.349
31100,98.889,3.431,0.525,3.626,0.249,50.0,0.44,50.0,0.426
31200,99.778,3.43,0.41,3.626,0.04,50.0,0.413,50.0,0.405
31300,99.889,3.43,0.366,3.626,0.009,50.0,0.391,50.0,0.449
31400,99.778,3.431,0.353,3.627,0.002,50.0,0.428,50.0,0.449
31500,99.944,3.431,0.359,3.627,0.0,50.0,0.385,50.0,0.402
31600,99.833,3.432,0.366,3.627,0.0,50.0,0.417,50.0,0.438
31700,99.722,3.432,0.346,3.627,0.0,50.0,0.392,50.0,0.417
31800,99.778,3.433,0.37,3.627,0.0,50.0,0.386,50.0,0.395
31900,99.833,3.433,0.376,3.627,0.0,50.0,0.443,50.0,0.448
32000,99.611,3.434,0.33,3.627,0.0,50.0,0.378,50.0,0.404
32100,99.389,3.432,0.505,3.627,0.224,50.0,0.465,50.0,0.469
32200,99.833,3.431,0.381,3.627,0.069,50.0,0.384,50.0,0.417
32300,99.778,3.431,0.375,3.626,0.011,50.0,0.436,50.0,0.392
32400,99.722,3.431,0.366,3.626,0.0,50.0,0.396,50.0,0.382
32500,99.889,3.431,0.357,3.626,0.0,50.0,0.381,50.0,0.394
32600,99.722,3.432,0.335,3.626,0.0,50.0,0.412,50.0,0.418
32700,99.889,3.433,0.372,3.626,0.0,50.0,0.38,50.0,0.422
32800,99.556,3.433,0.361,3.626,0.0,50.0,0.436,50.0,0.374
32900,99.944,3.434,0.374,3.626,0.0,50.0,0.376,50.0,0.393
33000,99.611,3.434,0.378,3.626,0.0,50.0,0.425,50.0,0.399
33100,98.833,3.431,0.575,3.624,0.301,50.0,0.492,50.0,0.577
33200,99.667,3.43,0.398,3.623,0.083,50.0,0.431,50.0,0.425
33300,99.667,3.43,0.38,3.622,0.021,50.0,0.41,50.0,0.415
33400,99.889,3.43,0.358,3.621,0.002,50.0,0.43,50.0,0.442
33500,99.889,3.431,0.374,3.621,0.0,50.0,0.384,50.0,0.411
33600,99.778,3.431,0.385,3.621,0.0,50.0,0.414,50.0,0.417
33700,99.833,3.432,0.35,3.621,0.0,50.0,0.397,50.0,0.385
33800,99.722,3.432,0.358,3.621,0.0,50.0,0.385,50.0,0.388
33900,99.778,3.433,0.383,3.621,0.0,50.0,0.374,50.0,0.455
34000,99.944,3.433,0.361,3.621,0.0,50.0,0.41,50.0,0.405
34100,99.444,3.431,0.488,3.62,0.267,50.0,0.452,50.0,0.469
34200,99.778,3.43,0.415,3.619,0.061,50.0,0.411,50.0,0.426
34300,99.778,3.43,0.391,3.62,0.008,50.0,0.398,50.0,0.427
34400,99.944,3.431,0.382,3.62,0.002,50.0,0.383,50.0,0.384
34500,99.778,3.431,0.363,3.62,0.0,50.0,0.367,50.0,0.355
34600,99.833,3.432,0.341,3.62,0.0,50.0,0.401,50.0,0.419
34700,99.889,3.432,0.327,3.62,0.0,50.0,0.388,50.0,0.446
34800,99.944,3.432,0.354,3.62,0.0,50.0,0.42,50.0,0.396
34900,99.833,3.433,0.356,3.62,0.0,50.0,0.391,50.0,0.404
35000,99.667,3.433,0.37,3.62,0.0,50.0,0.409,50.0,0.408
35100,99.222,3.431,0.533,3.619,0.284,50.0,0.496,50.0,0.499
35200,99.722,3.43,0.381,3.619,0.048,50.0,0.428,50.0,0.432
35300,99.833,3.43,0.351,3.619,0.012,50.0,0.401,50.0,0.401
